Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs (000 US$),"Reconstruction Costs, Adjusted (000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages (000 US$),"Total Damages, Adjusted (000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2022-0293-IND,2022,0293,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Itanagar distrci (Arunchal Pradesh); Dima Hasao, Cachar, Udalguri District (Assam); East Khasi Hills, Ri-Bhoi Districts (Meghalaya); Nagaland; Bihar; Himachal Pradesh; Madhya Pradesh; Gujarat; Maharasthra",Heavy rains,"Slide (land, mud, snow, rock)",Lightening,,,,,,Km2,,,,Kopili river,2022,5,17,2022,10,31,2035,1260,1300000,,1301260,,,,,4200000,4200000,100,1;2,1491;1493;1498;1503;70072;70073;70079,17577;17794;70197,"Arunachal Pradesh, Bihar, Gujarat, Himachal Pradesh, Madhya Pradesh, Maharashtra, Nagaland (Adm1). Cachar, East Khasi Hills, Ri-Bhoi (Adm2)."
2022-0525-ITA,2022,0525,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Italy,ITA,Southern Europe,Europe,"Stromboli Isl.; Calabia; Sardinia; Tuscany, Liguria, Emilia-Romagna",,Hail,Lightening,,,Yes,,,Kph,,,,,2022,8,14,2022,8,18,2,15,50,,65,,,,,,,100,1,1618;1620;1623;1629;1631,,"Calabria, Emilia-romagna, Liguria, Sardegna, Toscana (Adm1)."
2022-0685-PHL,2022,0685,,Natural,Hydrological,Landslide,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Bukidnon Town (Malitbog Province); Tagoloan Municipality, Cagayan De Oro City (Misamis Oriental province, Northern Mindanao Region )",,Flood,Lightening,,,,,,,,,,,2022,10,18,2022,10,19,5,,11712,,11712,,,,,,,100,2,,24262;24265,"Bukidnon, Misamis Oriental (Adm2)."
2022-0317-GTM,2022,0317,,Natural,Hydrological,Flood,,,,Guatemala,GTM,Central America,Americas,"Tucurú Municipality (Alta Verapaz); Guatemala, Huehuetenango, Quiché, Santa Rosa, Solóla, Gualán, Zacapa, Retalhuleu, Suchitepéquez, Quetzaltenango",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,5,1,2022,9,11,48,23,2890000,,2890023,,,,,204000,204000,100,1;2,64821;64826;64827;64829;64830;64831;64833;64834,65101,"Guatemala, Huehuetenango, Quetzaltenango, Quiché, Retalhuleu, Santa Rosa, Solola, Suchitepéquez (Adm1). Tucur?? (Adm2)."
2022-0324-IDN,2022,0324,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cipelang Village (Bogor Regency, West Java Province), Medan City (North Sumatra Province); Central Java Province; Central and North Kalimantan Province",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,5,21,2022,5,24,,1,17200,,17201,,,,,,,100,,,,
2022-0418-IDN,2022,0418,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"South Sulawesi, Central Sulawesi and Gorontalo provinces; Maluku Archipelago",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,7,5,2022,7,12,7,,3126,,3126,,,,,,,100,,,,
2022-0694-IDN,2022,0694,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Karangasem Regency (eastern Bali); Bangli Regency (eastern Bali); Jembrana Regency (western Bali),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,10,3,2022,10,21,5,3,200,,203,,,,,,,100,,,,
2022-0736-IDN,2022,0736,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lampung Province (the southernmost Province of Sumatra); Tangerang Regency (Banten Province, northern Java); Bandung Regencies (West Java Province); Pesawaran Regency (Lampung Province, southern Sumatra)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,11,7,2022,11,14,3,,7000,,7000,,,,,,,100,,,,
2022-0845-IDN,2022,0845,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kendal, Grobogan, Jepara, Pati, Pekalongan, Demak, Semarang City, Kudus, and Pekalongan City (Central Java province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,12,26,2023,1,1,,,545,196200,196745,,,,,,,100,,,,
2022-0847-IDN,2022,0847,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kupang Regency in East Nusa Tenggara Province (western Timor Island); Central Kupang, Sulamu, Takari, and Kupang Fatuleu sub-districts",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,12,25,2022,12,26,1,,2990,220,3210,,,,,,,100,,,,
2022-0539-IND,2022,0539,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Himachal Pradesh, Uttarakhand and Jharkhand States",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,8,,2022,8,22,63,,800000,,800000,,,,,,,100,1,1493;70078;70082,,"Himachal Pradesh, Jharkhand, Uttarakhand (Adm1)."
2022-0476-IRN,2022,0476,FF-2022-00274,Natural,Hydrological,Flood,Flash flood,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"East Azarbaijan, Isfahan, Alborz, Bushehr, Tehran, Charmahal Bakhtiyari, South Khorasan, Khorasan Razavi, North Khorasan, Khuzestan, Zanjan, Semnan, Sistan-Baluchistan, Fars, Qazvin, Qom, Kerman, Kohgiluyeh and Boyer-Ahmad, Golestan, Lorestan, Mazandaran, Markazi, Hormozgan, Hamedan, Yazd",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,7,23,2022,7,31,92,,126775,,126775,,,,,201000,201000,100,1;2,1540;1541;1542;1544;1547;1548;1550;1551;1552;1555;1556;1557;1558;1559;1560;1562;1563;33111,40892,"Bushehr, Chaharmahal-o bakhtiyar, East Azarbayejan, Fars, Golestan, Hormozgan, Kerman, Khorasan, Khuzestan, Kohgiluyeh va boyerahma, Lorestan, Markazi, Mazandaran, Semnan, Sistan-o baluchestan, Tehran, Yazd, Zanjan (Adm1). Bahar (Adm2)."
2022-0627-JPN,2022,0627,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Talas',Japan,JPN,Eastern Asia,Asia,"Kakegawa, Fukuroi (Shizuoka prefecture); Chibu",,"Slide (land, mud, snow, rock)",,,,,,65,Kph,,,,,2022,9,25,2022,9,25,3,,13323,,13323,,,,,752000,752000,100,,,,
2022-0515-LAO,2022,0515,FL-2022-000292,Natural,Hydrological,Flood,,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Houaphan, Xaignabouri, Borkeo, Luangprabang, Vientiane Capital, Salawan, Savanakhet, Champasak","Heavy rains, Tropical Depression Mulan","Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,8,7,2022,8,10,1,2,42550,,42552,,,,,,,100,1,1756;1757;1763;1764;1765;1768,,"Champasak, Houaphan, Salavan, Savannakhet, Vientiane capital, Xaignabouli (Adm1)."
2022-0446-NER,2022,0446,,Natural,Hydrological,Flood,,,,Niger (the),NER,Western Africa,Africa,"Zinder, Maradi, Diffa, Tahoua, Dosso,Tillabéri",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,6,1,2022,9,30,195,185,322000,,322185,,,,,,,100,1,2203;2204;2205;2207;2208;2209,,"Diffa, Dosso, Maradi, Tahoua, Tillaberi, Zinder (Adm1)."
2022-0493-NPL,2022,0493,,Natural,Hydrological,Flood,,,,Nepal,NPL,Southern Asia,Asia,Belaka municipality of Udayapur district; Saptakoshi,Incessant rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,8,2,2022,8,31,132,,5500,,5500,,,,,,,100,,,,
2022-0590-NPL,2022,0590,,Natural,Hydrological,Flood,,,,Nepal,NPL,Southern Asia,Asia,Darchula District (Sudurpashchim Provincel); Kanchanpur District (Sudurpashchim Province),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,9,9,2022,9,17,15,11,500,,511,,,,,,,100,,,,
2022-0448-PHL,2022,0448,,Natural,Geophysical,Earthquake,Ground movement,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Abra, Benguet, Ilocos Sur, Pangasinan, Mountain Province, Nueva Vizcaya",,"Slide (land, mud, snow, rock)",,,,Yes,,7,Richter,17.56,120.801,08:43,,2022,7,27,2022,7,27,10,394,502462,,502856,,,,,151000,151000,100,2,,24204;24206;24209;24212;24214;24218,"Abra, Benguet, Ilocos Sur, Mountain Province, Nueva Vizcaya, Pangasinan (Adm2)."
2022-0832-PHL,2022,0832,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Mimaropa, Bicol, Eastern Visayas, Zamboanga Peninsula, Northern Mindanao, Davao Region and Caraga (Mindanao and Luzon)",Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2022,12,25,2022,12,29,70,16,600000,,600016,,,,,11000,11000,100,1,2361;2364;2368;67159;67160;67161,,"Region IX (Zamboanga Peninsula), Region V (Bicol region), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga) (Adm1)."
2022-0232-RWA,2022,0232,,Natural,Hydrological,Flood,,,,Rwanda,RWA,Eastern Africa,Africa,"Nyamasheke, Kicukiro, Gasabo, Ngororero, Kayonza districts",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,4,23,2022,4,24,11,13,,500,513,,,,,,,100,2,,21977;21984;21985;21990;21994,"Gasabo, Kayonza, Kicukiro, Ngororero, Nyamasheke (Adm2)."
2022-0560-SLE,2022,0560,FF-2022-000309,Natural,Hydrological,Flood,,,,Sierra Leone,SLE,Western Africa,Africa,Freetown Capital City,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,8,28,2022,9,,12,79,12903,,12982,,,,,,,100,,,,
2022-0846-TTO,2022,0846,,Natural,Hydrological,Flood,Riverine flood,,,Trinidad and Tobago,TTO,Caribbean,Americas,"Bamboo #2, Valsayn South, Real Spring Gardens, Kelly Village, Madras Road and El Carmen, St. Helena",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,"Caroni, North Oropouche, South Oropouche, Caparo, Ortoire Rivers",2022,11,26,2022,12,5,,,100000,,100000,,,,,,,100,,,,
2022-0358-TUR,2022,0358,,Natural,Hydrological,Flood,,,,Turkey,TUR,Western Asia,Asia,"Karama; Akyurt, Alt?nda?, Çankaya, Keçiören, Yenimahalle, Mamak and Gölba?? districts. (Ankara); Yenifak?l? Yerköy and Bo?azl?yan districts (Yozgat province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,6,11,2022,6,15,3,,,,,,,,,,,100,1,3023;3060;3095,,"Ankara, Karaman, Yozgat (Adm1)."
2022-0361-USA,2022,0361,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Yellowstone National Park (Wyoming, Montana and Idaho states)",Heavy rain combined with glacier melt,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,6,11,2022,6,14,,,600,,600,,,,,,,100,1,3226;3240;3264,,"Idaho, Montana, Wyoming (Adm1)."
2022-0230-UZB,2022,0230,,Natural,Hydrological,Flood,,,,Uzbekistan,UZB,Central Asia,Asia,Samarqand and Jizzakh regions,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,4,20,2022,4,20,5,6,159,,165,,,,,,,100,1,3292;39696,,"Jizzakh, Samarkand (Adm1)."
2022-0721-VEN,2022,0721,,Natural,Hydrological,Flood,,,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Guanta, Sotillo, Puerto Cruz, Valle Verde (Anzoátegui State)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,11,4,2022,11,4,9,,900,,900,,,,,,,100,2,,31868;31878,"Guanta, Sotillo (Adm2)."
2022-0172-VNM,2022,0172,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Tuyen Quang,Bac Kan and Cao Bang provinces",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,3,22,2022,3,23,,1,225,,226,,,,,,,100,1,3328;3338;3387,,"Bac Kan, Cao Bang, Tuyen Quang (Adm1)."
2022-0320-VNM,2022,0320,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Tuyen Quang, Hoa Binh, Dien Bien, Cao Bang, Vinh Phuc, Ha Giang, Yen Bai, Lao Cai, Thai Nguyen, Phu Tho, and Hanoi",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,5,21,2022,5,30,13,4,2550,,2554,,,,,,,100,1,3338;3345;3353;3369;3370;3381;3387;3389;3390;73936,,"Cao Bang, Dien Bien, Ha Giang, Hoa Binh, Phu Tho, Phu Yen, Thai Nguyen, Tuyen Quang, Vinh Phuc, Yen Bai (Adm1)."
2022-0667-VNM,2022,0667,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Nghia Hanh and Duc Pho Districts (Quang Ngai province); Quang Nam,Thua Thien Hue",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,10,10,2022,10,11,2,,10000,,10000,,,,,,,100,1;2,3372;3383,32533;32536,"Quang Nam, Thua Thien - Hue (Adm1). Duc Pho, Nghia Hanh (Adm2)."
2022-0795-VNM,2022,0795,,Natural,Hydrological,Flood,,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Nam, Quang Tri, Phu Yen, Phu Loc district (Thua Thien Hue) provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,12,1,2022,12,4,5,,10495,,10495,,,,,1500,1500,100,1;2,3370;3372;3376,32626,"Phu Yen, Quang Nam, Quang Tri (Adm1). Phu Loc (Adm2)."
2022-0205-ZAF,2022,0205,FL-2022-000201,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,"Umlazi Town (Durban, KwaZulu-Natal Province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2022,4,8,2022,4,18,544,50,135345,6895,142290,,,1800000,1800000,3500000,3500000,100,1,77311,,KwaZulu-Natal (Adm1).
2022-0232-COD,2022,0232,,Natural,Hydrological,Flood,,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Bukavu (South Kivu province),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,4,23,2022,4,23,9,,,,,,,,,,,100,2,,74354,Bukavu (Adm2).
2022-0746-COD,2022,0746,,Natural,Hydrological,Flood,,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Bunyakiri Town (Kalehe Territory, northern South Kivu Province); Bukavu City (northern South Kivu Province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,11,13,2022,11,16,7,,176000,,176000,,,,,,,100,,,,
2022-0770-COD,2022,0770,,Natural,Hydrological,Flood,,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Rubaya, Bihambwe, Masisi Territory (North Kivu Province, eastern DRC)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,11,17,2022,11,18,32,,,,,,,,,,,100,,,,
2022-0805-COD,2022,0805,FL-2022-000376,Natural,Hydrological,Flood,,,,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,"Mount Ngafula, Ngaliema, Ngaba, Selembao, Kitambo, Bandalungwa, Bumbu, Kisenso, Ngiri-Ngiri, Barumbu, Matete, Limete, Masina, Makala, Gombe and Kalamu (Kinshasa)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2022,12,12,2022,12,13,175,87,84624,,84711,,,,,,,100,1,1072,,Kinshasa (Adm1).
2022-0753-IRQ,2022,0753,,Technological,Technological,Industrial accident,Explosion,,Fuel tank,Iraq,IRQ,Western Asia,Asia,Souleimaniyah,,Collapse,,,,,,,m3,,,,,2022,11,17,2022,11,17,11,13,,,13,,,,,,,100,,,,
2022-0623-MEX,2022,0623,,Natural,Geophysical,Earthquake,Ground movement,,,Mexico,MEX,Central America,Americas,"Colima, Michoacán, Jalisco States",,Tsunami/Tidal wave,,,,,,8,Richter,18.497,-102.982,,,2022,9,19,2022,9,19,2,9,15453,2424,17886,,,,,25000,25000,100,1,2035;2041;2043,,"Colima, Jalisco, Michoacan (Adm1)."
2022-0261-USA,2022,0261,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,Andover Town (Butler County); Wichita City (Sedgwick County) - Kansas; Texas; Oklahoma,,Hail,,,,,,,Kph,,,,,2022,4,26,2022,5,5,3,6,300,,306,,,,,583000,583000,100,1;2,3250;3257,29573;29652,"Oklahoma, Texas (Adm1). Butler, Sedgwick (Adm2)."
2022-0227-USA,2022,0227,,Natural,Meteorological,Storm,Convective storm,,,United States of America (the),USA,Northern America,Americas,"Alabama, Arkansas, Florida, Mississippi,Oklahoma, and Texas",,Hail,,,,,,,Kph,,,,,2022,4,15,2022,4,18,,,,,,,,,,882000,882000,100,1,3214;3217;3223;3238;3250;3257,,"Alabama, Arkansas, Florida, Mississippi, Oklahoma, Texas (Adm1)."
2022-0244-USA,2022,0244,,Natural,Meteorological,Storm,Convective storm,,,United States of America (the),USA,Northern America,Americas,"Nebraska, Kansas, Missouri, Dakota, Virginia, North Carolina, Texas, Montana, Minnesota",,Hail,,,,,,130,Kph,,,,,2022,4,21,2022,4,24,,,,,,,,,,624000,624000,100,1,3230;3237;3239;3240;3241;3247;3248;3255;3257;3260,,"Kansas, Minnesota, Missouri, Montana, Nebraska, North Carolina, North Dakota, South Dakota, Texas, Virginia (Adm1)."
2022-0492-GMB,2022,0492,FL-2022-000276,Natural,Hydrological,Flood,,,,Gambia (the),GMB,Western Africa,Africa,"Banjul, Kanifing Local Government Area,West Coast and North Bank Region",Heavy rains,Storm,,,,,,,Km2,,,,,2022,7,30,2022,10,31,6,,17201,,17201,,,,,,,100,1;2,1288;1290,16405,"North Bank, West Coast (Adm1). Banjul (Adm2)."
2022-0782-IDN,2022,0782,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Eastern Java Island,Heavy rains,Storm,,,,,,,Km2,,,,,2022,11,25,2022,11,27,1,,12500,,12500,,,,,,,100,,,,
2022-0332-SOM,2022,0332,VW-2022-00214,Natural,Hydrological,Flood,,,,Somalia,SOM,Eastern Africa,Africa,Galkayo district,,Storm,,,,,,,Km2,,,,,2022,5,12,2022,5,30,,,4416,,4416,,,,,,,100,,,,
2022-9405-PRT,2022,9405,,Natural,Climatological,Drought,Drought,,,Portugal,PRT,Southern Europe,Europe,,,Heat wave,,,,,,,Km2,,,,,2022,7,,2023,6,,,,,,,,,,,,,100,,,,
2022-9209-USA,2022,9209,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,"Nation wide; Arizona, Nevada, California, Oregon and Texas",,Heat wave,,,,,,,Km2,,,,,2022,1,,2022,12,,136,,,,,,,,,22000000,22000000,100,1,3216;3218;3242;3251;3257,,"Arizona, California, Nevada, Oregon, Texas (Adm1)."
2022-0486-USA,2022,0486,,Natural,Climatological,Wildfire,,,McKinney & Yeti Complex fires,United States of America (the),USA,Northern America,Americas,Siskiyou County (California),"Vague de chaleur, de forts vents et des orages",Heat wave,,,,,,,Km2,,,,,2022,7,29,2022,8,1,4,7,33,555,595,,,,,151000,151000,100,2,,28911,Siskiyou (Adm2).
2022-0603-GLP,2022,0603,TC-2022-000314,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Fiona',Guadeloupe,GLP,Caribbean,Americas,,,Flood,,,,,,,Kph,,,,,2022,9,16,2022,9,17,1,,,,,,,,,,,100,,,,
2022-0775-ITA,2022,0775,,Natural,Hydrological,Landslide,Mudslide,,,Italy,ITA,Southern Europe,Europe,Casamicciola municipality (northern Ischia Island),Heavy rains,Flood,,,,Yes,,,,,,,,2022,11,26,2022,11,26,12,5,230,,235,,,,,,,100,,,,
2022-0577-KOR,2022,0577,,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon 'Hinnamnor',Korea (the Republic of),KOR,Eastern Asia,Asia,"Jeju Isl., Busan, Pohang, Sancheong, Ulsan, Namhe, Tongyeong, Jindo, Sinan",,Flood,,,,,,,Kph,,,,,2022,9,4,2022,9,6,12,3,36000,,36003,,,,,,,100,,,,
2022-0400-NIC,2022,0400,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Bonnie',Nicaragua,NIC,Central America,Americas,,,Flood,,,,,,,Kph,,,,,2022,7,2,2022,7,2,4,12,3000,,3012,,,,,,,100,,,,
2022-0647-NIC,2022,0647,TC-2022-000343/FL-2022-000348,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Julia',Nicaragua,NIC,Central America,Americas,,,Flood,,,,,,,Kph,,,,,2022,10,9,2022,10,9,1,,,2100,2100,,,,,180000,180000,100,,,,
2022-0163-PER,2022,0163,,Natural,Hydrological,Landslide,Landslide,,,Peru,PER,South America,Americas,"Retamas (Pataz Province, La Libertad Department); Callalli District (Caylloma Province, Arequipa Region); Piura Region",Heavy rains,Flood,,,,,,,,,,,,2022,3,15,2022,3,15,10,,3113,,3113,,,,,,,100,1;2,2347,24043;24124,"Piura (Adm1). Caylloma, Pataz (Adm2)."
2022-0680-PHL,2022,0680,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Nesat',Philippines (the),PHL,South-Eastern Asia,Asia,Luzon,,Flood,,,,,,148,Kph,,,,,2022,10,15,2022,10,16,,2,103600,,103602,,,,,,,100,1,67165,,Region III (Central Luzon) (Adm1).
2022-0343-RUS,2022,0343,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Russian Federation (the),RUS,Eastern Europe,Europe,"Lazarevsky District, Sochi Greater Area (Krasnodar Krai)",,Flood,,,,,,,Kph,,,,Reka Chimit river,2022,6,24,2022,6,27,6,,300,,300,,,,,,,100,1,2524,,Krasnodarskiy Kray (Adm1).
2022-0400-SLV,2022,0400,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm 'Bonnie',El Salvador,SLV,Central America,Americas,,,Flood,,,,,,,Kph,,,,,2022,7,2,2022,7,2,1,,100,,100,,,,,,,100,,,,
2022-0647-SLV,2022,0647,TC-2022-000343/FL-2022-000348,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Julia',El Salvador,SLV,Central America,Americas,"San Salvador, La Libertad, La Paz, San Vicente, Usulután, San Miguel, La Unión and Sonsonate",,Flood,,,,,,70,Kph,,,,,2022,10,10,2022,10,11,10,,9273,,9273,,,,,17000,17000,100,1,1188;1189;1190;1192;1193;1194;1196;1197,,"La Libertad, La Paz, La Union, San Miguel, San Salvador, San Vicente, Sonsonate, Usulutan (Adm1)."
2022-0271-THA,2022,0271,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Thailand,THA,South-Eastern Asia,Asia,"Chiang Mai, Nakhon Phanom, Chumphon, Surat Thani, Nakhon Si Thammarat",,Flood,,,,,,,Kph,,,,,2022,5,5,2022,5,9,1,,1050,,1050,,,,,,,100,1,2859;2862;2877;2880;2916,,"Chiang Mai, Chumphon, Nakhon Phanom, Nakhon Si Thammarat, Surat Thani (Adm1)."
2022-0735-USA,2022,0735,,Natural,Meteorological,Storm,Convective storm,Severe storm,,United States of America (the),USA,Northern America,Americas,"Texas, Arkansas and Oklahoma",,Flood,,,,,,,Kph,,,,,2022,11,4,2022,11,5,2,,600,,600,,,,,375000,375000,100,1,3217;3250;3257,,"Arkansas, Oklahoma, Texas (Adm1)."
2022-0614-USA,2022,0614,TC-2022-000320,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Ian',United States of America (the),USA,Northern America,Americas,Charlotte and Lee Counties (Florida Peninsula); North Carolina,,Flood,,,,Yes,,240,Kph,,,,,2022,9,28,2022,10,2,152,,,,,,,60000000,60000000,100000000,100000000,100,1;2,3247,29005;29032,"North Carolina (Adm1). Charlotte, Lee (Adm2)."
2022-0648-VEN,2022,0648,,Natural,Hydrological,Landslide,Landslide,,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"Tejerías Town (Aragua State); Anzoátegui, Barinas, Bolívar, Carabobo, Distrito Capital, Falcón, Guárico, Mérida, Miranda, Lara, La Guaira, Portuguesa, Táchira, Trujillo, Sucre and Zulia",Heavy rains,Flood,,,,,,,,,,,,2022,10,9,2022,10,9,106,,64000,951,64951,,,,,,,100,1,3303;3306;3307;3308;3313;3314;3315;3316;3317;3320;3321;3322;3323;3325;67153,,"Anzoategui, Barinas, Bolivar, Carabobo, Distrito Capital, Falcon, Guarico, Lara, Merida, Miranda, Portuguesa, Sucre, Tachira, Trujillo, Zulia (Adm1)."
2022-0682-VEN,2022,0682,,Natural,Hydrological,Landslide,Landslide,,,Venezuela (Bolivarian Republic of),VEN,South America,Americas,Girardot Municipality (Aragua State),,Flood,,,,,,,,,,,,2022,10,17,2022,10,17,3,,150,,150,,,,,,,100,2,,31888,Girardot (Adm2).
2022-0613-VNM,2022,0613,TC-2022-000318,Natural,Meteorological,Storm,Convective storm,Storm/Surge,Tropical cyclone 'Noru' (Karding),Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Ngai, Quang Tri, Thua Thien, Hue, Da Nang, Quang Nam, Kon Tum provinces",,Flood,,,,,,,Kph,,,,,2022,9,28,2022,9,29,2,62,53550,800,54412,,,,,,,100,1,3340;3357;3372;3374;3376;3383,,"Da Nang City, Kon Tum, Quang Nam, Quang Ngai, Quang Tri, Thua Thien - Hue (Adm1)."
2022-9254-NER,2022,9254,OT-2022-000263,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,"Agadez, Diffa, Tillaberi, Tahoua, Maradi",,Food shortage,,,,,,,Km2,,,,,2022,,,2022,5,,,,4400000,,4400000,,,,,,,100,1,2202;2203;2205;2207;2208,,"Agadez, Diffa, Maradi, Tahoua, Tillaberi (Adm1)."
2022-9335-TCD,2022,9335,,Natural,Climatological,Drought,Drought,,,Chad,TCD,Middle Africa,Africa,"Bahr El Gazal (Nord, Ouest, Sud), Batha (Est, Ouest), Fitri, Fada, Mourtcha, Kanem, Wadi-Bissam, Mamdi, Assoungha, Djourouf Al Ahmar, Ouara, Aboudeia, Haraze Mangueigne, Abdi, Kimiti, Tibesti (Est, Ouest)",,Food shortage,,,,Yes,,,Km2,,,,,2022,6,,2022,8,,,,2135362,,2135362,,,,,,,100,1;2,12904;12909;12915;12926,65469;65496;65571,"Assongha, Batha Est, Kanem, Tibesti (Adm1). Fitri, Hemat-haraze, Mangueigne (Adm2)."
